STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
689,1B,PPGL,AZ050,0.45,G550,PWHI01,3030,778,0,2,3.884615385,TS,1200,12/15/2025,62210445,Quận 1,TP. Hồ Chí Minh,2025,12,15,Monday,FALSE,3,2025Q4,Mùa khô,20531.5,51842.0375,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI01,1200,TONMAU_TRUNGBINH_CAO_PWHI01_1200,62210445,,1,62210445,62210445,1,42799130622,CUST_0029,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Standard,Medium,Medium,Medium,0,0,0,0.0732892926,0.6312473085,0.3687526915,85
113,1,PPGL,AZ050,0.4,G550,PWHI11,4215,1258,0,2,3.345238095,TS,1200,8/25/2025,91589421,Huyện Cẩm Mỹ,Đồng Nai,2025,8,25,Monday,FALSE,4,2025Q3,Mùa mưa,21729.4,76324.5175,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,91589421,,7,276356437.5,39479491.07,1.75,8377944669,CUST_0038,Retail,Bình Thuận,Đại lý VLXD Hoàng Gia - Bình Thuận,Standard,Medium,Medium,Medium,0,0,0,0.107900271,0.6312473085,0.3687526915,85
315,1,PPGL,AZ050,0.45,G550,PWHI11,1545,398,0,2,3.8625,TS,1200,10/9/2025,32705178,TP. Thủ Đức,TP. Hồ Chí Minh,2025,10,9,Thursday,FALSE,2,2025Q4,Mùa mưa,21168.4,27254.315,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,65082605.5,45,7,276356437.5,39479491.07,1.75,42799130622,CUST_0057,Retail,Phú Yên,Đại lý VLXD Đại Phát - Phú Yên,Economy,Low,Low,Medium,0,0,0,0.03852953246,0.8487299164,0.1512700836,85
316,1,PPGL,AZ050,0.45,G550,PWHI11,1525,394,0,2,3.851010101,TS,1200,10/9/2025,32377427.5,TP. Thủ Đức,TP. Hồ Chí Minh,2025,10,9,Thursday,FALSE,2,2025Q4,Mùa mưa,21231.1,26981.18958,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,65082605.5,0,7,276356437.5,39479491.07,1.75,42799130622,CUST_0097,Retail,Đồng Nai,Đại lý VLXD Việt Thành - Đồng Nai,Economy,Low,Low,Medium,0,0,0,0.03814341398,0.8487299164,0.1512700836,85
597,1,PPGL,AZ050,0.45,G550,PWHI11,1220,306,0,2,3.961038961,TS,1200,11/14/2025,25051114,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,14,Friday,FALSE,2,2025Q4,Mùa khô,20533.7,20875.92833,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,119684411,36,7,276356437.5,39479491.07,1.75,42799130622,CUST_0101,Retail,Vĩnh Long,Đại lý VLXD Minh Phát - Vĩnh Long,Economy,Low,Low,Low,0,0,0,0.02951238211,0.8487299164,0.1512700836,85
598,1,PPGL,AZ050,0.45,G550,PWHI11,1220,306,0,6,3.91025641,TS,1200,11/14/2025,25314146,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,14,Friday,FALSE,2,2025Q4,Mùa khô,20749.3,21095.12167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,119684411,0,7,276356437.5,39479491.07,1.75,42799130622,CUST_0027,Retail,Vĩnh Long,Đại lý VLXD Hoàng Gia - Vĩnh Long,Economy,Low,Low,Medium,0,0,0,0.02982225659,0.8487299164,0.1512700836,85
599,1,PPGL,AZ050,0.45,G550,PWHI11,1655,418,0,2,3.94047619,TS,1200,11/14/2025,34170785,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,14,Friday,FALSE,2,2025Q4,Mùa khô,20647,28475.65417,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,119684411,0,7,276356437.5,39479491.07,1.75,42799130622,CUST_0055,Retail,Vĩnh Long,Đại lý VLXD Bình Minh - Vĩnh Long,Standard,Medium,Medium,Low,0,0,0,0.04025614445,0.6312473085,0.3687526915,85
600,1,PPGL,AZ050,0.45,G550,PWHI11,1710,430,0,2,3.958333333,TS,1200,11/14/2025,35148366,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,14,Friday,FALSE,2,2025Q4,Mùa khô,20554.6,29290.305,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PWHI11,1200,TONMAU_TRUNGBINH_CAO_PWHI11_1200,119684411,0,7,276356437.5,39479491.07,1.75,42799130622,CUST_0033,Retail,TP. Hồ Chí Minh,Đại lý VLXD Hưng Thịnh - TP. Hồ Chí Minh,Economy,Low,Low,Low,0,0,0,0.04140781954,0.8487299164,0.1512700836,85
24,1,PPGL,AZ050,0.45,G550,WBLU01,3960,1034,0,2,3.822393822,XDT-G,1200,8/9/2025,91915956,TP. Thủ Đức,TP. Hồ Chí Minh,2025,8,9,Saturday,TRUE,2,2025Q3,Mùa mưa,23211.1,76596.63,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,91915956,,24,2145299090,89387462.08,4,42799130622,CUST_0068,Wholesale,Phú Yên,Công ty TNHH VLXD An Phát - Phú Yên,Standard,High,Medium,Medium,0,0,1,0.1082849575,0.6312473085,0.3687526915,85
115,1A,PPGL,AZ050,0.4,G550,WBLU01,3685,1130,0,2,3.255300353,XDT-G,1200,8/26/2025,81471296.5,TX. Bến Cát,Bình Dương,2025,8,26,Tuesday,FALSE,4,2025Q3,Mùa mưa,22108.9,67892.74708,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,161695880.5,17,24,2145299090,89387462.08,4,10689658678,CUST_0086,Retail,Bình Thuận,Đại lý VLXD Phú Cường - Bình Thuận,Economy,Low,Low,Medium,0,0,0,0.09598024396,0.8487299164,0.1512700836,85
116,1,PPGL,AZ050,0.45,G550,WBLU01,3440,906,0,2,3.788546256,XDT-G,1200,8/26/2025,80224584,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,26,Tuesday,FALSE,4,2025Q3,Mùa mưa,23321.1,66853.82,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,161695880.5,0,24,2145299090,89387462.08,4,42799130622,CUST_0066,Retail,Bình Định,Đại lý VLXD Hoàng Gia - Bình Định,Economy,Medium,Low,Medium,0,0,0,0.09451150865,0.8487299164,0.1512700836,85
133,1,PPGL,AZ050,0.45,G550,WBLU01,3980,1054,0,2,3.768939394,XDT-G,1200,8/29/2025,93750492,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,29,Friday,FALSE,5,2025Q3,Mùa mưa,23555.4,78125.41,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,186667118,3,24,2145299090,89387462.08,4,42799130622,CUST_0010,Wholesale,Vĩnh Long,Công ty TNHH VLXD Hoàng Gia - Vĩnh Long,Standard,Medium,Medium,Low,0,0,0,0.1104461998,0.6312473085,0.3687526915,85
138,1,PPGL,AZ050,0.4,G550,WBLU01,3940,1178,0,2,3.338983051,XDT-G,1200,8/30/2025,92916626,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,30,Saturday,TRUE,5,2025Q3,Mùa mưa,23582.9,77430.52167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,186667118,1,24,2145299090,89387462.08,4,42799130622,CUST_0005,Retail,Bình Dương,Đại lý VLXD Hưng Thịnh - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1094638335,0.8487299164,0.1512700836,85
159,1,PPGL,AZ050,0.45,G550,WBLU01,4320,1146,0,2,3.763066202,XDT-G,1200,9/11/2025,101906640,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,11,Thursday,FALSE,2,2025Q3,Mùa mưa,23589.5,84922.2,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,101906640,12,24,2145299090,89387462.08,4,42799130622,CUST_0074,Wholesale,Vĩnh Long,Công ty TNHH VLXD Minh Phát - Vĩnh Long,Standard,Low,Medium,Medium,0,0,0,0.1200548486,0.6312473085,0.3687526915,85
198,1,PPGL,AZ050,0.45,G550,WBLU01,3840,1014,0,2,3.779527559,XDT-G,1200,9/20/2025,86059776,TP. Thủ Đức,TP. Hồ Chí Minh,2025,9,20,Saturday,TRUE,3,2025Q3,Mùa mưa,22411.4,71716.48,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,86059776,9,24,2145299090,89387462.08,4,42799130622,CUST_0097,Retail,Đồng Nai,Đại lý VLXD Việt Thành - Đồng Nai,Standard,Low,Medium,Low,0,0,0,0.1013858702,0.6312473085,0.3687526915,85
356,1,PPGL,AZ050,0.4,G550,WBLU01,3480,1058,0,2,3.283018868,XDT-G,1200,10/17/2025,78221352,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22477.4,65184.46,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,78221352,27,24,2145299090,89387462.08,4,42799130622,CUST_0118,Retail,Bình Dương,Đại lý VLXD Phúc Lộc - Bình Dương,Standard,Medium,Medium,Medium,0,0,0,0.09215152784,0.6312473085,0.3687526915,85
421,1,PPGL,AZ050,0.45,G550,WBLU01,4000,1058,0,2,3.773584906,XDT-G,1200,10/24/2025,89755600,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,22438.9,74796.33333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,89755600,7,24,2145299090,89387462.08,4,42799130622,CUST_0038,Retail,Bình Thuận,Đại lý VLXD Hoàng Gia - Bình Thuận,Economy,Medium,Low,Medium,0,0,0,0.105739871,0.8487299164,0.1512700836,85
498,1,PPGL,AZ050,0.4,G550,WBLU01,3360,1018,0,2,3.294117647,XDT-G,1200,10/30/2025,79948176,Huyện Chư Păh,Gia Lai,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,23794.1,66623.48,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,79948176,6,24,2145299090,89387462.08,4,672109757,CUST_0013,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Minh Phát - Tỉnh Khánh Hòa,Standard,Medium,Medium,Low,1,0,0,0.09418587608,0.6312473085,0.3687526915,75
544,1,PPGL,AZ050,0.45,G550,WBLU01,3970,1042,0,2,3.802681992,XDT-G,1200,11/7/2025,88667568,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,7,Friday,FALSE,1,2025Q4,Mùa khô,22334.4,73889.64,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,88667568,8,24,2145299090,89387462.08,4,42799130622,CUST_0031,Wholesale,Vĩnh Long,Công ty TNHH VLXD Phú Cường - Vĩnh Long,Standard,Medium,Medium,Low,1,0,0,0.1044580751,0.6312473085,0.3687526915,75
553,1,PPGL,AZ050,0.4,G550,WBLU01,3990,1214,0,2,3.28125,XDT-G,1200,11/11/2025,90804021,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,11,Tuesday,FALSE,2,2025Q4,Mùa khô,22757.9,75670.0175,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,170970261,4,24,2145299090,89387462.08,4,42799130622,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Medium,0,0,0,0.1069750018,0.8487299164,0.1512700836,85
558,1,PPGL,AZ050,0.45,G550,WBLU01,3600,954,0,2,3.765690377,XDT-G,1200,11/12/2025,80166240,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,22268.4,66805.2,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,170970261,1,24,2145299090,89387462.08,4,42799130622,CUST_0100,Retail,Long An,Đại lý VLXD Hoàng Gia - Long An,Economy,Low,Low,Medium,0,0,0,0.09444277436,0.8487299164,0.1512700836,85
629,1,PPGL,AZ050,0.4,G550,WBLU01,3930,1198,0,2,3.275,XDT-G,1200,11/28/2025,94059834,TP. Thủ Đức,TP. Hồ Chí Minh,2025,11,28,Friday,FALSE,4,2025Q4,Mùa khô,23933.8,78383.195,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,94059834,16,24,2145299090,89387462.08,4,42799130622,CUST_0109,Retail,Long An,Đại lý VLXD Tân Thành - Long An,Economy,Low,Low,Low,0,0,0,0.1108106315,0.8487299164,0.1512700836,85
638,1,PPGL,AZ050,0.4,G550,WBLU01,3540,1078,0,2,3.277777778,XDT-G,1200,12/1/2025,81571512,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,1,Monday,FALSE,1,2025Q4,Mùa khô,23042.8,67976.26,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,175155288,3,24,2145299090,89387462.08,4,42799130622,CUST_0088,Wholesale,TP. Hồ Chí Minh,Công ty TNHH VLXD Minh Phát - TP. Hồ Chí Minh,Standard,Medium,Medium,Medium,0,0,0,0.0960983065,0.6312473085,0.3687526915,85
640,1,PPGL,AZ050,0.4,G550,WBLU01,4010,1214,0,2,3.297697368,XDT-G,1200,12/6/2025,93583776,Quận 1,TP. Hồ Chí Minh,2025,12,6,Saturday,TRUE,1,2025Q4,Mùa khô,23337.6,77986.48,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,175155288,5,24,2145299090,89387462.08,4,42799130622,CUST_0052,Wholesale,Gia Lai,Công ty TNHH VLXD Hoàng Gia - Gia Lai,Standard,Low,Medium,Low,0,0,0,0.1102497939,0.6312473085,0.3687526915,85
680,1,PPGL,AZ050,0.4,G550,WBLU01,3780,1150,0,2,3.28125,XDT-G,1200,12/10/2025,85812804,Huyện Chư Păh,Gia Lai,2025,12,10,Wednesday,FALSE,2,2025Q4,Mùa khô,22701.8,71510.67,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,85812804,4,24,2145299090,89387462.08,4,672109757,CUST_0056,Partner,Tỉnh Khánh Hòa,Xưởng VLXD Bình Minh - Tỉnh Khánh Hòa,Premium,Medium,High,High,0,0,0,0.1010949158,0.5533159006,0.4466840994,75
696,1,PPGL,AZ050,0.4,G550,WBLU01,3510,1066,0,2,3.286516854,XDT-G,1200,12/17/2025,82652427,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,17,Wednesday,FALSE,3,2025Q4,Mùa khô,23547.7,68877.0225,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,271896124.5,7,24,2145299090,89387462.08,4,42799130622,CUST_0015,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Low,Low,Medium,0,0,0,0.09737171799,0.8487299164,0.1512700836,85
711,1,PPGL,AZ050,0.4,G550,WBLU01,4005,1218,0,2,3.282786885,XDT-G,1200,12/19/2025,96035494.5,Quận Tân Phú,TP. Hồ Chí Minh,2025,12,19,Friday,FALSE,3,2025Q4,Mùa khô,23978.9,80029.57875,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,271896124.5,2,24,2145299090,89387462.08,4,42799130622,CUST_0029,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Standard,Medium,Medium,Medium,0,0,0,0.1131381307,0.6312473085,0.3687526915,85
714,1,PPGL,AZ050,0.4,G550,WBLU01,3930,1198,0,2,3.275,XDT-G,1200,12/20/2025,93208203,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,20,Saturday,TRUE,3,2025Q4,Mùa khô,23717.1,77673.5025,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,271896124.5,1,24,2145299090,89387462.08,4,42799130622,CUST_0008,Partner,Phú Yên,Xưởng VLXD Hoàng Gia - Phú Yên,Premium,High,High,Medium,0,0,0,0.1098073364,0.5533159006,0.4466840994,90
846,1,PPGL,AZ050,0.45,G550,WBLU01,4360,1154,0,2,3.771626298,XDT-G,1200,1/10/2026,104034832,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,10,Saturday,TRUE,2,2026Q1,Mùa khô,23861.2,86695.69333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,104034832,21,24,2145299090,89387462.08,4,42799130622,CUST_0005,Retail,Bình Dương,Đại lý VLXD Hưng Thịnh - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.1225620431,0.8487299164,0.1512700836,85
1002,1,PPGL,AZ050,0.45,G550,WBLU01,3970,1050,0,2,3.773764259,Màu xanh dương tím Granite,1200,1/31/2026,94746432,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23865.6,78955.36,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,278531880,21,24,2145299090,89387462.08,4,42799130622,CUST_0029,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Standard,Medium,Medium,Low,0,0,0,0.1116195034,0.6312473085,0.3687526915,85
1003,1,PPGL,AZ050,0.4,G550,WBLU01,3930,1194,0,2,3.285953177,Màu xanh dương tím Granite,1200,1/31/2026,95953308,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,24415.6,79961.09,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,278531880,0,24,2145299090,89387462.08,4,42799130622,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1130413079,0.8487299164,0.1512700836,85
1012,1,PPGL,AZ050,0.4,G550,WBLU01,3650,1106,0,2,3.294223827,Màu xanh dương tím Granite,1200,1/31/2026,87832140,TX. Bến Cát,Bình Dương,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,24063.6,73193.45,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WBLU01,1200,TONMAU_TRUNGBINH_CAO_WBLU01_1200,278531880,0,24,2145299090,89387462.08,4,10689658678,CUST_0068,Wholesale,Phú Yên,Công ty TNHH VLXD An Phát - Phú Yên,Premium,High,High,Medium,0,0,0,0.1034738686,0.5533159006,0.4466840994,90
12,1A,PPGL,AZ050,0.5,G550,WGRA01,3395,794,0,2,4.265075377,XLC-G,1200,8/6/2025,77561830.5,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,6,Wednesday,FALSE,1,2025Q3,Mùa mưa,22845.9,64634.85875,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,77561830.5,,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0076,Wholesale,Vĩnh Long,Công ty TNHH VLXD Việt Thành - Vĩnh Long,Premium,High,High,High,0,0,0,0.09137455439,0.5533159006,0.4466840994,75
57,1A,PPGL,AZ050,0.4,G550,WGRA01,3165,970,0,2,3.25617284,XLC-G,1200,8/12/2025,72383866.5,Quận Tân Phú,TP. Hồ Chí Minh,2025,8,12,Tuesday,FALSE,2,2025Q3,Mùa mưa,22870.1,60319.88875,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,72383866.5,6,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0045,Retail,Tỉnh Khánh Hòa,Đại lý VLXD An Phát - Tỉnh Khánh Hòa,Economy,Low,Low,Low,0,0,0,0.08527446431,0.8487299164,0.1512700836,85
82,1,PPGL,AZ050,0.4,G550,WGRA01,3970,1190,0,2,3.330536913,XLC-G,1200,8/20/2025,93645948,Quận Tân Phú,TP. Hồ Chí Minh,2025,8,20,Wednesday,FALSE,3,2025Q3,Mùa mưa,23588.4,78038.29,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,361718819,8,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0002,Partner,Tỉnh Khánh Hòa,Xưởng VLXD An Phát - Tỉnh Khánh Hòa,Standard,Medium,Medium,Low,1,0,0,0.1103230379,0.6312473085,0.3687526915,75
95,1A,PPGL,AZ050,0.5,G550,WGRA01,3775,878,0,2,4.289772727,XLC-G,1200,8/21/2025,84528290,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,21,Thursday,FALSE,3,2025Q3,Mùa mưa,22391.6,70440.24167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,361718819,1,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0027,Retail,Vĩnh Long,Đại lý VLXD Hoàng Gia - Vĩnh Long,Economy,Medium,Low,Low,0,0,0,0.09958164709,0.8487299164,0.1512700836,85
96,1,PPGL,AZ050,0.4,G550,WGRA01,3855,1162,0,2,3.31185567,XLC-G,1200,8/21/2025,91654167,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,21,Thursday,FALSE,3,2025Q3,Mùa mưa,23775.4,76378.4725,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,361718819,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0095,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Hưng Thịnh - Tỉnh Khánh Hòa,Standard,Low,Medium,Medium,1,0,0,0.1079765474,0.6312473085,0.3687526915,75
97,1,PPGL,AZ050,0.45,G550,WGRA01,3970,1038,0,2,3.817307692,XLC-G,1200,8/21/2025,91890414,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,21,Thursday,FALSE,3,2025Q3,Mùa mưa,23146.2,76575.345,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,361718819,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0115,Wholesale,Bình Thuận,Công ty TNHH VLXD Bình Minh - Bình Thuận,Premium,High,High,High,1,0,1,0.1082548668,0.5533159006,0.4466840994,65
131,1,PPGL,AZ050,0.45,G550,WGRA01,2460,650,0,2,3.773006135,XLC-G,1200,8/29/2025,56790822,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,29,Friday,FALSE,5,2025Q3,Mùa mưa,23085.7,47325.685,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,113951772,8,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0115,Wholesale,Bình Thuận,Công ty TNHH VLXD Bình Minh - Bình Thuận,Standard,Medium,Medium,Medium,0,0,0,0.06690450729,0.6312473085,0.3687526915,85
134,1,PPGL,AZ050,0.45,G550,WGRA01,2450,642,0,2,3.804347826,XLC-G,1200,8/29/2025,57160950,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,29,Friday,FALSE,5,2025Q3,Mùa mưa,23331,47634.125,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,113951772,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0036,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Hưng Thịnh - Bà Rịa - Vũng Tàu,Standard,Low,Medium,Low,0,0,0,0.06734055013,0.6312473085,0.3687526915,85
146,1,PPGL,AZ050,0.4,G550,WGRA01,3750,1138,0,2,3.289473684,XLC-G,1200,9/3/2025,90981000,TP. Biên Hòa,Đồng Nai,2025,9,3,Wednesday,FALSE,1,2025Q3,Mùa mưa,24261.6,75817.5,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,90981000,5,50,4051902756,81038055.12,8.333333333,8377944669,CUST_0036,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Hưng Thịnh - Bà Rịa - Vũng Tàu,Premium,Medium,High,High,0,1,0,0.1071834984,0.5533159006,0.4466840994,60
160,1,PPGL,AZ050,0.45,G550,WGRA01,3390,898,0,2,3.766666667,XLC-G,1200,9/11/2025,79882638,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,11,Thursday,FALSE,2,2025Q3,Mùa mưa,23564.2,66568.865,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,244024869,8,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0026,Wholesale,Long An,Công ty TNHH VLXD Phúc Lộc - Long An,Premium,Medium,High,High,1,0,0,0.09410866664,0.5533159006,0.4466840994,65
