STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
225;1;GL;AZ080;0.35;G550;;4230;1634;0;2;2.585574572;;1200;2025-09-30;89179398;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;74316;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0063;Bán sỉ;Công ty VLXD Nam - Bà Rịa - Vũng Tàu;Cao cấp;Trung bình;Cao;Cao;569;0;1;0;0.105061055;0.61766085;0.38233915;55
226;1;GL;AZ080;0.35;G550;;3860;1494;0;2;2.580213904;;1200;2025-09-30;81378836;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;67816;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0062;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Trung bình;152;0;1;0;0.095871317;0.673934443;0.326065557;75
227;1;GL;AZ080;0.35;G550;;4140;1602;0;2;2.581047382;;1200;2025-09-30;87281964;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;72735;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0022;Bán lẻ;Đại lý VLXD Long - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;588;0;0;0;0.102825714;0.727131179;0.272868821;85
228;1;GL;AZ080;0.35;G550;;4190;1618;0;2;2.586419753;;1200;2025-09-30;88336094;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;73613;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0058;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Phổ thông;Thấp;Thấp;Trung bình;469;0;0;0;0.10406757;0.810214272;0.189785728;85
229;1;GL;AZ080;0.35;G550;;4140;1602;0;2;2.581047382;;1200;2025-09-30;87281964;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;72735;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0058;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Phổ thông;Trung bình;Thấp;Thấp;374;0;0;0;0.102825714;0.737821593;0.262178407;85
230;1;GL;AZ080;0.35;G550;;4100;1594;0;2;2.568922306;;1200;2025-09-30;86438660;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;72032;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0086;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;448;0;0;0;0.101832228;0.773621545;0.226378455;85
231;1;GL;AZ080;0.35;G550;;4020;1566;0;2;2.56377551;;1200;2025-09-30;84752052;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;70627;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0049;Bán lẻ;Đại lý VLXD Đạt - Đồng Nai;Phổ thông;Thấp;Thấp;Thấp;266;0;0;0;0.099845258;0.71132999;0.28867001;85
232;1;GL;AZ080;0.35;G550;;4050;1578;0;2;2.563291139;;1200;2025-09-30;85384530;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;71154;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0052;Bán sỉ;Công ty VLXD Hùng - Gia Lai;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;524;0;0;0;0.100590372;0.692679998;0.307320002;90
233;1;GL;AZ080;0.35;G550;;4010;1562;0;2;2.563938619;;1200;2025-09-30;84541226;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21083;70451;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0042;Bán lẻ;Đại lý VLXD Khánh - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Thấp;442;0;0;0;0.099596887;0.799878665;0.200121335;85
234;1;GL;AZ080;0.3;G550;;4720;2130;0;2;2.213883677;;1200;2025-09-30;104707064;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;87256;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0070;Đối tác;Xưởng VLXD Dũng - Long An;Cao cấp;Cao;Cao;Trung bình;202;1;1;0;0.123353991;0.556801131;0.443198869;60
235;1;GL;AZ080;0.3;G550;;4430;1998;0;2;2.215;;1200;2025-09-30;98273791;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;81895;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0015;Bán lẻ;Đại lý VLXD Hùng - Bình Thuận;Phổ thông;Trung bình;Thấp;Thấp;267;0;0;0;0.115775038;0.843163417;0.156836583;85
236;1;GL;AZ080;0.3;G550;;4960;2226;0;2;2.226211849;;1200;2025-09-30;110031152;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;91693;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0054;Đối tác;Xưởng VLXD Khánh - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;499;1;0;0;0.129626227;0.631125338;0.368874662;60
237;1;GL;AZ080;0.3;G550;;4520;2034;0;2;2.220039293;;1200;2025-09-30;100270324;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;83559;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0107;Bán lẻ;Đại lý VLXD Tâm - Phú Yên;Phổ thông;Thấp;Thấp;Thấp;331;0;0;0;0.118127127;0.806191137;0.193808863;85
238;1;GL;AZ080;0.3;G550;;4450;2002;0;2;2.220558882;;1200;2025-09-30;98717465;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;82265;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0060;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Trung bình;Thấp;Trung bình;414;1;0;0;0.116297724;0.807047811;0.192952189;75
239;1;GL;AZ080;0.3;G550;;4470;2010;0;2;2.22166998;;1200;2025-09-30;99161139;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22184;82634;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0101;Bán lẻ;Đại lý VLXD Đạt - Vĩnh Long;Phổ thông;Trung bình;Thấp;Trung bình;171;0;1;0;0.116820411;0.737860257;0.262139743;70
240;1;GL;AZ080;0.3;G550;;3970;1786;0;2;2.220357942;;1200;2025-09-30;88064922;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22183;73387;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Phổ thông;Thấp;Thấp;Thấp;142;1;0;0;0.103748106;0.798522285;0.201477715;75
241;1;GL;AZ080;0.3;G550;;3980;1786;0;2;2.225950783;;1200;2025-09-30;88286748;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22183;73572;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0008;Đối tác;Xưởng VLXD Khánh - Phú Yên;Cao cấp;Cao;Cao;Cao;591;0;0;0;0.104009436;0.52973094;0.47026906;70
242;1;GL;AZ080;0.3;G550;;3980;1782;0;2;2.230941704;;1200;2025-09-30;88286748;Huyện Long Hồ;Vĩnh Long;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22183;73572;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;7589710139;CUST_0053;Đối tác;Xưởng VLXD Hải - Bình Định;Cao cấp;Trung bình;Cao;Cao;218;0;1;0;0.104009436;0.521600484;0.478399516;55
245;1;GL;AZ080;0.35;G550;;4440;1690;0;2;2.624113475;;1200;2025-09-30;91550580;Quận Tân Phú;TP. Hồ Chí Minh;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;20620;76292;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;42799130622;CUST_0060;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Tiêu chuẩn;Cao;Trung bình;Cao;264;0;1;1;0.107854513;0.749920184;0.250079816;60
246;1;GL;AZ080;0.35;G550;;4490;1706;0;2;2.628805621;;1200;2025-09-30;92581555;Quận Tân Phú;TP. Hồ Chí Minh;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;20620;77151;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;2428245666.0;0;133;11121469464.0;83620071;30;42799130622;CUST_0108;Bán sỉ;Công ty VLXD Hùng - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;284;0;0;0;0.109069091;0.59335639;0.40664361;70
276;2;GL;AZ080;0.35;G550;;2630;990;0;2;2.651209677;;1200;2025-10-02;52218650;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;2;Thứ 5;False;1;2025Q4;Mùa mưa;19855;43516;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;336078402.0;2;133;11121469464.0;83620071;31;4092565301;CUST_0108;Bán sỉ;Công ty VLXD Hùng - Tỉnh Khánh Hòa;Tiêu chuẩn;Cao;Trung bình;Cao;10;0;1;1;0.061518093;0.664648181;0.335351819;60
287;1;GL;AZ080;0.35;G550;;4120;1606;0;2;2.562189055;;1200;2025-10-04;81870580;TP. Tân Uyên;Bình Dương;2025;10;4;Thứ 7;True;1;2025Q4;Mùa mưa;19872;68225;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;336078402.0;2;133;11121469464.0;83620071;31;10689658678;CUST_0005;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Thấp;110;0;0;0;0.096450635;0.643224678;0.356775322;90
295;1A;GL;AZ100;0.35;G550;;4695;1650;0;2;2.842009685;;1200;2025-10-06;95780817;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;6;Thứ 2;False;1;2025Q4;Mùa mưa;20401;79817;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;336078402.0;2;133;11121469464.0;83620071;31;42799130622;CUST_0103;Bán lẻ;Đại lý VLXD Đạt - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Trung bình;214;1;1;0;0.112838099;0.790588067;0.209411933;60
300;1A;GL;AZ100;0.35;G550;;4890;1722;0;2;2.836426914;;1200;2025-10-06;106208355;TP. Thủ Đức;TP. Hồ Chí Minh;2025;10;6;Thứ 2;False;1;2025Q4;Mùa mưa;21720;88507;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;336078402.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0068;Bán sỉ;Công ty VLXD Bình - Phú Yên;Tiêu chuẩn;Trung bình;Trung bình;Thấp;167;0;0;0;0.125122641;0.607439026;0.392560974;90
311;1;GL;AZ080;0.35;G550;;4160;1610;0;2;2.580645161;;1200;2025-10-09;86710624;TP. Tân Uyên;Bình Dương;2025;10;9;Thứ 5;False;2;2025Q4;Mùa mưa;20844;72259;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;166505614.0;3;133;11121469464.0;83620071;31;10689658678;CUST_0006;Bán lẻ;Đại lý VLXD Đạt - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;110;0;0;0;0.102152626;0.714202149;0.285797851;85
318;1;GL;AZ080;0.35;G550;;4020;1562;0;2;2.570332481;;1200;2025-10-10;79794990;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;10;Thứ 6;False;2;2025Q4;Mùa mưa;19850;66496;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;166505614.0;1;133;11121469464.0;83620071;31;42799130622;CUST_0109;Bán lẻ;Đại lý VLXD Tú - Long An;Phổ thông;Thấp;Thấp;Thấp;208;0;0;0;0.09400541;0.704928505;0.295071495;85
326;2;GL;AZ080;0.3;G550;;4010;1822;0;2;2.198464912;;1200;2025-10-15;84911750;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;15;Thứ 4;False;3;2025Q4;Mùa mưa;21175;70760;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;350248140.0;5;133;11121469464.0;83620071;31;4092565301;CUST_0096;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;10;0;0;0;0.100033396;0.774875475;0.225124525;85
342;1;GL;AZ080;0.35;G550;;4130;1610;0;2;2.562034739;;1200;2025-10-16;87430035;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;16;Thứ 5;False;3;2025Q4;Mùa mưa;21170;72858;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;350248140.0;1;133;11121469464.0;83620071;31;42799130622;CUST_0116;Đối tác;Xưởng VLXD Minh - Bình Định;Tiêu chuẩn;Thấp;Trung bình;Thấp;200;0;0;0;0.103000154;0.690090994;0.309909006;90
347;2;GL;AZ080;0.35;G550;;4760;1806;0;2;2.632743363;;1200;2025-10-17;95557000;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;20075;79631;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;350248140.0;1;133;11121469464.0;83620071;31;42799130622;CUST_0094;Bán lẻ;Đại lý VLXD Hùng - TP. Hồ Chí Minh;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;464;1;0;0;0.112574423;0.609371964;0.390628036;80
393;1;GL;AZ080;0.35;G550;;3890;1510;0;2;2.572751323;;1200;2025-10-20;82349355;TP. Quy Nhơn;Bình Định;2025;10;20;Thứ 2;False;3;2025Q4;Mùa mưa;21170;68624;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;350248140.0;3;133;11121469464.0;83620071;31;6068560773;CUST_0047;Bán lẻ;Đại lý VLXD Phát - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;117;0;0;0;0.097014673;0.80818367;0.19181633;85
418;1;GL;AZ080;0.35;G550;;4030;1562;0;2;2.576726343;;1200;2025-10-24;83983185;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;20840;69986;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;4;133;11121469464.0;83620071;31;42799130622;CUST_0099;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;420;0;0;0;0.098939466;0.734559261;0.265440739;85
419;1;GL;AZ080;0.35;G550;;4110;1594;0;2;2.57518797;;1200;2025-10-24;85650345;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;20840;71375;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0055;Bán lẻ;Đại lý VLXD Minh - Vĩnh Long;Phổ thông;Trung bình;Thấp;Trung bình;100;0;0;0;0.100903525;0.802780218;0.197219782;85
431;1;GL;AZ080;0.35;G550;;3220;1214;0;2;2.648026316;;1200;2025-10-24;65027578;TP. Quy Nhơn;Bình Định;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;20195;54190;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;0;133;11121469464.0;83620071;31;6068560773;CUST_0040;Bán lẻ;Đại lý VLXD Tâm - Phú Yên;Phổ thông;Trung bình;Thấp;Thấp;321;0;0;0;0.076608119;0.847284571;0.152715429;85
432;1;GL;AZ080;0.35;G550;;3300;1238;0;2;2.661290323;;1200;2025-10-24;66643170;TP. Quy Nhơn;Bình Định;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;20195;55536;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;0;133;11121469464.0;83620071;31;6068560773;CUST_0052;Bán sỉ;Công ty VLXD Hùng - Gia Lai;Cao cấp;Cao;Cao;Cao;534;0;1;0;0.078511427;0.603665881;0.396334119;55
433;1;GL;AZ080;0.35;G550;;3120;1174;0;2;2.653061224;;1200;2025-10-24;63008088;TP. Quy Nhơn;Bình Định;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;20195;52507;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;0;133;11121469464.0;83620071;31;6068560773;CUST_0016;Bán lẻ;Đại lý VLXD Khánh - Phú Yên;Phổ thông;Trung bình;Thấp;Trung bình;382;1;0;0;0.074228985;0.832478958;0.167521042;75
441;1;GL;AZ080;0.3;G550;;3980;1782;0;2;2.230941704;;1200;2025-10-24;89271798;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;22430;74393;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;453584164.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0013;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;148;1;1;0;0.10516991;0.642229776;0.357770224;45
443;1;GL;AZ080;0.3;G550;;3980;1782;0;2;2.230941704;;1200;2025-10-30;85874470;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21576;71562;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;6;133;11121469464.0;83620071;31;42799130622;CUST_0114;Bán sỉ;Công ty VLXD Minh - Vĩnh Long;Cao cấp;Trung bình;Cao;Cao;208;0;1;0;0.101167564;0.573012657;0.426987343;55
444;1;GL;AZ080;0.3;G550;;3580;1602;0;2;2.2319202;;1200;2025-10-30;77239932;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21575;64367;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0106;Bán lẻ;Đại lý VLXD Phúc - Bà Rịa - Vũng Tàu;Phổ thông;Trung bình;Thấp;Thấp;275;0;0;0;0.09099533;0.805348747;0.194651253;85
445;1;GL;AZ080;0.3;G550;;3490;1562;0;2;2.231457801;;1200;2025-10-30;75298146;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21575;62748;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0030;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;219;0;0;0;0.088707738;0.827795388;0.172204612;85
446;1;GL;AZ080;0.3;G550;;3490;1562;0;2;2.231457801;;1200;2025-10-30;75298146;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21575;62748;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0019;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Tiêu chuẩn;Thấp;Trung bình;Trung bình;523;1;0;0;0.088707738;0.653491337;0.346508663;80
447;1;GL;AZ080;0.3;G550;;3920;1774;0;2;2.207207207;;1200;2025-10-30;84579880;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21576;70483;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0017;Bán lẻ;Đại lý VLXD Hùng - Long An;Tiêu chuẩn;Cao;Trung bình;Cao;362;1;0;1;0.099642425;0.639209597;0.360790403;65
448;1;GL;AZ080;0.3;G550;;3650;1638;0;2;2.225609756;;1200;2025-10-30;78750210;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21575;65625;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0120;Bán lẻ;Đại lý VLXD Tâm - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Thấp;391;0;0;0;0.092774568;0.741989786;0.258010214;90
449;1;GL;AZ080;0.3;G550;;2930;1326;0;2;2.206325301;;1200;2025-10-30;63212699;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;21574;52677;Mỏng;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0063;Bán sỉ;Công ty VLXD Nam - Bà Rịa - Vũng Tàu;Cao cấp;Trung bình;Cao;Cao;356;0;1;0;0.074470035;0.608945525;0.391054475;55
450;1;GL;AZ080;0.35;G550;;3980;1542;0;2;2.577720207;;1200;2025-10-30;81492092;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;20475;67910;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0019;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;140;1;1;0;0.096004743;0.73295232;0.26704768;60
451;1;GL;AZ080;0.35;G550;;4120;1594;0;2;2.581453634;;1200;2025-10-30;84358648;Quận Tân Phú;TP. Hồ Chí Minh;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;20475;70299;Trung bình;Cao;Tôn Kẽm;Mỏng;KHÔNGMÀU;Tôn Kẽm_Mỏng_G550_KHÔNGMÀU;1157524126.0;0;133;11121469464.0;83620071;31;42799130622;CUST_0092;Bán sỉ;Công ty VLXD Minh - Long An;Tiêu chuẩn;Trung bình;Trung bình;Thấp;398;0;0;0;0.099381794;0.667362509;0.332637491;90
